Scenario_1_Type,Scenario_2_Type,Scenario_3_Type,Chronic_Absenteeism,Utility
NA,NA,NA,23.05,Southern California Edison Company
NA,NA,NA,27.85,Southern California Edison Company
NA,NA,NA,25.25,Southern California Edison Company
NA,NA,NA,13.65,Southern California Edison Company
NA,NA,NA,5.2,Southern California Edison Company
NA,NA,NA,12.6,Southern California Edison Company
NA,NA,NA,18.4,Southern California Edison Company
NA,NA,NA,28.2,Southern California Edison Company
NA,NA,NA,10.7,Southern California Edison Company
NA,NA,NA,22.35,Southern California Edison Company
NA,NA,NA,14.05,Southern California Edison Company
NA,NA,NA,0.95,Southern California Edison Company
NA,NA,NA,26.5,Southern California Edison Company
NA,NA,NA,42.05,Southern California Edison Company
NA,NA,NA,27.05,Southern California Edison Company
NA,NA,NA,68.6,Southern California Edison Company
NA,NA,NA,29.7,Southern California Edison Company
NA,NA,NA,19.5,Southern California Edison Company
NA,NA,NA,28.5,Southern California Edison Company
NA,NA,NA,39.35,Southern California Edison Company
NA,NA,NA,26.35,Southern California Edison Company
NA,NA,NA,27.65,Southern California Edison Company
NA,NA,NA,13.35,Southern California Edison Company
NA,NA,NA,24.25,Southern California Edison Company
NA,NA,NA,18.3,Southern California Edison Company
NA,NA,NA,30.8,Southern California Edison Company
NA,NA,NA,27.4,Southern California Edison Company
NA,NA,NA,13.6,Southern California Edison Company
NA,NA,NA,33.1,Southern California Edison Company
NA,NA,NA,42.95,Southern California Edison Company
NA,NA,NA,31.15,Southern California Edison Company
NA,NA,NA,26.6,Southern California Edison Company
NA,NA,NA,27.2,Southern California Edison Company
NA,NA,NA,6.5,Southern California Edison Company
NA,NA,NA,10.75,Southern California Edison Company
NA,NA,NA,23.75,Southern California Edison Company
NA,NA,NA,21.05,Southern California Edison Company
NA,NA,NA,34.1,Southern California Edison Company
NA,NA,NA,23.25,Southern California Edison Company
NA,NA,NA,20.95,Southern California Edison Company
NA,NA,NA,18.3,Southern California Edison Company
NA,NA,NA,13.9,Southern California Edison Company
NA,NA,NA,45.7,Southern California Edison Company
NA,NA,NA,21.75,Southern California Edison Company
NA,NA,NA,55.35,Southern California Edison Company
NA,NA,NA,12.55,Southern California Edison Company
NA,NA,NA,28.65,Southern California Edison Company
NA,NA,NA,29.1,Southern California Edison Company
NA,NA,NA,19.85,Southern California Edison Company
NA,NA,NA,12,Southern California Edison Company
NA,NA,NA,20,Southern California Edison Company
NA,NA,NA,23.2,Southern California Edison Company
NA,NA,NA,31.7,Southern California Edison Company
NA,NA,NA,6.45,Southern California Edison Company
NA,NA,NA,22.95,Southern California Edison Company
NA,NA,NA,32.45,Southern California Edison Company
NA,NA,NA,30.55,Southern California Edison Company
NA,NA,NA,20.2,Southern California Edison Company
NA,NA,NA,28.7,Southern California Edison Company
NA,NA,NA,5.05,Southern California Edison Company
NA,NA,NA,26.35,Southern California Edison Company
NA,NA,NA,16.8,Southern California Edison Company
NA,NA,NA,12.45,Southern California Edison Company
NA,NA,NA,7.35,Southern California Edison Company
NA,NA,NA,18.4,Southern California Edison Company
NA,NA,NA,15,Southern California Edison Company
NA,NA,NA,19.5,Southern California Edison Company
NA,NA,NA,21.4,Southern California Edison Company
NA,NA,NA,7.1,Southern California Edison Company
NA,NA,NA,25.4,Southern California Edison Company
NA,NA,NA,38.9,Southern California Edison Company
NA,NA,NA,14.6,Southern California Edison Company
NA,NA,NA,28.45,Southern California Edison Company
NA,NA,NA,23.55,Southern California Edison Company
NA,NA,NA,27.85,Southern California Edison Company
NA,NA,NA,10.15,Southern California Edison Company
NA,NA,NA,30.2,Southern California Edison Company
NA,NA,NA,25.65,Southern California Edison Company
NA,NA,NA,12.5,Southern California Edison Company
NA,NA,NA,20.55,Southern California Edison Company
NA,NA,NA,28.55,Southern California Edison Company
NA,NA,NA,26.45,Southern California Edison Company
NA,NA,NA,37.5,Southern California Edison Company
NA,NA,NA,39.65,Southern California Edison Company
NA,NA,NA,25.05,Southern California Edison Company
NA,NA,NA,25.3,Southern California Edison Company
NA,NA,NA,28.95,Southern California Edison Company
NA,NA,NA,29.75,Southern California Edison Company
NA,NA,NA,12.1,Southern California Edison Company
NA,NA,NA,22.25,Southern California Edison Company
NA,NA,NA,18.35,Southern California Edison Company
NA,NA,NA,18.55,Southern California Edison Company
NA,NA,NA,15.3,Southern California Edison Company
NA,NA,NA,21.55,Southern California Edison Company
NA,NA,NA,19.6,Southern California Edison Company
NA,NA,NA,32.95,Southern California Edison Company
NA,NA,NA,92.15,Southern California Edison Company
NA,NA,NA,27.35,Southern California Edison Company
NA,NA,NA,14.4,Southern California Edison Company
NA,NA,NA,14.95,Southern California Edison Company
NA,NA,NA,18.2,Southern California Edison Company
NA,NA,NA,21.95,Southern California Edison Company
NA,NA,NA,27.75,Southern California Edison Company
NA,NA,NA,84.2,Southern California Edison Company
NA,NA,NA,20.9,Southern California Edison Company
NA,NA,NA,22.2,Southern California Edison Company
NA,NA,NA,14.35,Southern California Edison Company
NA,NA,NA,28.3,Southern California Edison Company
NA,NA,NA,12.6,Southern California Edison Company
NA,NA,NA,10.75,Southern California Edison Company
NA,NA,NA,26.65,Southern California Edison Company
NA,NA,NA,29.4,Southern California Edison Company
NA,NA,NA,31.5,Southern California Edison Company
NA,NA,NA,14.75,Southern California Edison Company
NA,NA,NA,19.95,Southern California Edison Company
NA,NA,NA,30.65,Southern California Edison Company
NA,NA,NA,16.3,Southern California Edison Company
NA,NA,NA,9.35,Southern California Edison Company
NA,NA,NA,30.1,Southern California Edison Company
NA,NA,NA,10.25,Southern California Edison Company
NA,NA,NA,37.65,Southern California Edison Company
NA,NA,NA,26.15,Southern California Edison Company
NA,NA,NA,28,Southern California Edison Company
NA,NA,NA,31.6,Southern California Edison Company
NA,NA,NA,99.9,Southern California Edison Company
NA,NA,NA,19,Southern California Edison Company
NA,NA,NA,25.2,Southern California Edison Company
NA,NA,NA,15.75,Southern California Edison Company
NA,NA,NA,64.05,Southern California Edison Company
NA,NA,NA,20.8,Southern California Edison Company
NA,NA,NA,30.6,Southern California Edison Company
NA,NA,NA,49.2,Southern California Edison Company
NA,NA,NA,26.85,Southern California Edison Company
NA,NA,NA,23.4,Southern California Edison Company
NA,NA,NA,19.55,Southern California Edison Company
NA,NA,NA,25.2,Southern California Edison Company
NA,NA,NA,27.9,Southern California Edison Company
NA,NA,NA,21.4,Southern California Edison Company
NA,NA,NA,21.6,Southern California Edison Company
NA,NA,NA,18.8,Southern California Edison Company
NA,NA,NA,23.55,Southern California Edison Company
NA,NA,NA,21.7,Southern California Edison Company
NA,NA,NA,11.5,Southern California Edison Company
NA,NA,NA,22.65,Southern California Edison Company
NA,NA,NA,13.1,Southern California Edison Company
NA,NA,NA,12.2,Southern California Edison Company
NA,NA,NA,92.15,Southern California Edison Company
NA,NA,NA,12.7,Southern California Edison Company
NA,NA,NA,50.25,Southern California Edison Company
NA,NA,NA,10.65,Southern California Edison Company
NA,NA,NA,8.6,Southern California Edison Company
NA,NA,NA,14.65,Southern California Edison Company
NA,NA,NA,42.15,Southern California Edison Company
NA,NA,NA,9.5,Southern California Edison Company
NA,NA,NA,28.55,Southern California Edison Company
NA,NA,NA,16.05,Southern California Edison Company
