School_ID,Year_built,NDVI_median,Land_Surface_Temp,Diversity_Index,retrofit,Chronic_Absenteeism,Median_income_BG,income,School_Type
19102000000000_1378,1993,0.24,38.78,0.63,0,8.6,66750,medium income,Control
19102000000000_1379,1993,0.24,38.78,0.63,0,8.6,66750,medium income,Control
19102000000000_1380,1993,0.24,38.78,0.63,0,8.6,66750,medium income,Control
19102000000000_1381,1993,0.24,38.84,0.63,0,8.6,66750,medium income,Control
19102000000000_1382,1993,0.24,38.84,0.63,0,8.6,66750,medium income,Control
19102000000000_1383,1993,0.24,38.84,0.63,0,8.6,66750,medium income,Control
19102000000000_1384,1993,0.24,38.84,0.63,0,8.6,66750,medium income,Control
19102000000000_1385,1993,0.24,38.84,0.61,0,8.6,66750,medium income,Control
19102000000000_1386,1993,0.24,38.84,0.61,0,8.6,66750,medium income,Control
19102000000000_1387,1993,0.24,38.84,0.63,0,8.6,66750,medium income,Control
15638300000000_2138,1993,0.24,39.66,0.63,0,4.9,99357,medium income,Control
19648400000000_571,1993,0.25,39.05,0.63,0,24.05,81786,medium income,Control
15638300000000_2184,1993,0.25,39.34,0.57,0,17.1,77596,medium income,Control
19644500000000_822,1993,0.26,38.98,0.63,0,18.6,71750,medium income,Control
19102000000000_1375,1993,0.26,38.53,0.63,0,8.6,66750,medium income,Control
30666200000000_2703,1993,0.28,38.66,0.47,0,22.05,79412,medium income,Control
33751800000000_3489,1993,0.28,38.8,0.63,0,26.2,61875,medium income,Control
54722600000000_596,1993,0.29,38.36,0.63,0,36.35,63800,medium income,Control
54722600000000_2992,1993,0.29,39.92,0.63,0,23.6,88393,medium income,Control
54722600000000_1151,1993,0.31,39.27,0.63,0,23.1,66711,medium income,Control
56726000000000_1564,1993,0.32,40.35,0.57,0,24.65,63412,medium income,Control
19102000000000_1376,1993,0.35,36.47,0.63,0,8.6,108884,medium income,Control
56725200000000_1895,1993,0.49,34.47,0.63,0,16.25,83194,medium income,Control
54721080000000_2245,1993,0.5,34.47,0.47,0,13.35,76953,medium income,Control
36678700000000_1890,1993,0.67,26.19,0.63,0,28.8,79412,medium income,Control
44700000000000_352,1993,0.18,23.59,0.58,0,13.9,100625,medium income,Control
30665200000000_3136,1993,0.19,37.46,0.61,0,5.8,100966,medium income,Control
19651000000000_1293,1993,0.26,39.6,0.63,0,20.5,105357,medium income,Control
19647900000000_2829,1993,0.28,37.98,0.63,0,20.45,103125,medium income,Control
29700000000000_19,1993,0.23,26.23,0.61,1,4.25,139143,high income,Prop. 39
33669800000000_2856,1993,0.26,35.52,0.63,1,17.15,123576,high income,Prop. 39
30666700000000_3206,1993,0.26,39.22,0.63,1,22.25,113585,high income,Prop. 39
19734500000000_3841,1993,0.26,38.27,0.61,1,23.55,131667,high income,Prop. 39
19650900000000_2707,1993,0.27,37.17,0.61,1,9.15,115524,high income,Prop. 39
30736400000000_1028,1993,0.33,38.22,0.63,1,5.85,155060,high income,Prop. 39
19647300000000_1084,1993,0.33,35.79,0.61,1,15.05,138005,high income,Prop. 39
19645800000000_1137,1993,0.4,34.67,0.61,1,8.4,198854,high income,Prop. 39
36679300000000_2690,1993,0.13,42.22,0.47,1,47,56590,low income,Prop. 39
19734500000000_2587,1993,0.21,38.91,0.47,1,30.5,48250,low income,Prop. 39
30666700000000_2459,1993,0.22,38.92,0.47,1,27.5,53942,low income,Prop. 39
14101400000000_2326,1993,0.31,35.71,0.63,1,36,58254,low income,Prop. 39
36679300000000_2688,1993,0.12,43.7,0.47,1,59.8,79821,medium income,Prop. 39
36679300000000_2689,1993,0.12,43.7,0.56,1,32.15,79821,medium income,Prop. 39
30666700000000_2329,1993,0.15,39.4,0.46,1,68.45,72813,medium income,Prop. 39
19648300000000_2598,1993,0.24,40.91,0.63,1,22.75,107639,medium income,Prop. 39
36678500000000_3075,1993,0.25,40.08,0.61,1,35.4,69167,medium income,Prop. 39
19643300000000_2880,1993,0.26,37.72,0.61,1,13.25,83450,medium income,Prop. 39
36676800000000_3827,1993,0.26,37.36,0.63,1,16.9,94489,medium income,Prop. 39
36676800000000_3828,1993,0.27,37.58,0.63,1,16.9,94489,medium income,Prop. 39
30736400000000_2896,1993,0.28,35.41,0.63,1,7.7,94167,medium income,Prop. 39
33670300000000_1280,1993,0.31,38.59,0.61,1,19.2,94171,medium income,Prop. 39
19647300000000_3808,1993,0.38,33.6,0.63,1,22.3,64853,medium income,Prop. 39
19650600000000_1465,1993,0.26,36.29,0.63,1,5.8,101250,medium income,Prop. 39
19651400000000_1676,1993,0.26,39.98,0.63,1,34.6,102292,medium income,Prop. 39
10600000000000_62,1994,0.16,28.52,0.63,0,11.6,151250,high income,Control
43700000000000_68,1994,0.18,26.61,0.63,0,3.3,250000,high income,Control
41700000000000_227,1994,0.09,26.68,0.63,0,5.85,158958,high income,Control
7620000000000_371,1994,0.19,25.96,0.61,0,9.8,115822,high income,Control
30666100000000_1955,1994,0.26,34.85,0.63,0,10.65,124745,high income,Control
19644400000000_2542,1994,0.26,38.61,0.63,0,26.15,129250,high income,Control
30665300000000_3070,1994,0.26,35.11,0.63,0,5.7,130000,high income,Control
19753400000000_3486,1994,0.3,33.86,0.63,0,8.65,140094,high income,Control
19650000000000_2083,1994,0.31,38.16,0.63,0,7.95,189153,high income,Control
30736500000000_3263,1994,0.32,37.72,0.63,0,14.85,250000,high income,Control
30736500000000_2372,1994,0.33,37.1,0.63,0,4.5,125486,high income,Control
30664600000000_3821,1994,0.33,35.28,0.63,0,25.8,115517,high income,Control
56739400000000_1952,1994,0.34,36.8,0.63,0,11.55,123712,high income,Control
30736500000000_3265,1994,0.34,37.28,0.63,0,14.85,146250,high income,Control
19734600000000_3267,1994,0.34,35.78,0.63,0,3.8,167269,high income,Control
30664600000000_3820,1994,0.34,35.47,0.63,0,25.8,115517,high income,Control
19644850000000_794,1994,0.36,36.86,0.63,0,16.45,138869,high income,Control
30736500000000_3264,1994,0.36,36.84,0.63,0,14.85,146250,high income,Control
19648700000000_2898,1994,0.42,33.65,0.63,0,5.85,222738,high income,Control
36678700000000_1631,1994,0.54,30.66,0.63,0,26.6,130213,high income,Control
9620000000000_105,1994,0.16,27.96,0.56,0,17.1,44803,low income,Control
44700000000000_393,1994,0.1,26.95,0.63,0,23.05,37138,low income,Control
10600000000000_491,1994,0.11,31.3,0.57,0,33.55,26949,low income,Control
19642460000000_764,1994,0.12,41.52,0.47,0,29.3,29167,low income,Control
19650000000000_2965,1994,0.15,43.17,0.47,0,16.9,39196,low income,Control
36678800000000_847,1994,0.16,40.7,0.58,0,28.3,23750,low income,Control
19102000000000_272,1994,0.18,40.42,0.63,0,36.05,47500,low income,Control
30666100000000_2467,1994,0.19,36.61,0.56,0,39.35,49263,low income,Control
19102000000000_273,1994,0.2,40.45,0.61,0,19.85,51000,low income,Control
19102000000000_274,1994,0.2,40.45,0.63,0,28.05,51000,low income,Control
19642900000000_3221,1994,0.22,39.23,0.63,0,18.65,53774,low income,Control
33670800000000_616,1994,0.23,41.95,0.57,0,29.6,45050,low income,Control
36678800000000_1331,1994,0.23,41.39,0.58,0,42.35,36002,low income,Control
15638300000000_1141,1994,0.24,40.6,0.56,0,50.3,53105,low income,Control
33672000000000_2743,1994,0.24,41.1,0.63,0,39.35,57287,low income,Control
19734400000000_3681,1994,0.24,39.86,0.63,0,18.85,53448,low income,Control
56724500000000_1007,1994,0.27,40.28,0.57,0,15.8,51620,low income,Control
36678800000000_1317,1994,0.27,39.01,0.63,0,38.75,48940,low income,Control
36678800000000_2601,1994,0.27,39.38,0.63,0,31.5,38958,low income,Control
54722500000000_2338,1994,0.3,38.92,0.57,0,70.1,35788,low income,Control
54722600000000_3593,1994,0.3,37.64,0.57,0,35.65,34833,low income,Control
36678400000000_1052,1994,0.34,37.4,0.63,0,29.45,48458,low income,Control
6620000000000_422,1994,0.15,28.76,0.61,0,15.8,77596,medium income,Control
15600000000000_427,1994,0.12,32.99,0.63,0,19,91989,medium income,Control
15600000000000_437,1994,0.12,32.99,0.63,0,19,91989,medium income,Control
10600000000000_489,1994,0.12,32.48,0.63,0,27.55,74688,medium income,Control
19102000000000_275,1994,0.19,40.48,0.63,0,36.25,67045,medium income,Control
33672000000000_2741,1994,0.2,40.91,0.63,0,39.35,93704,medium income,Control
19648100000000_2047,1994,0.21,40.74,0.63,0,21.4,65739,medium income,Control
19645300000000_2616,1994,0.22,39.62,0.63,0,34.45,76367,medium income,Control
19646300000000_217,1994,0.23,38.67,0.63,0,27.7,67727,medium income,Control
19734400000000_1758,1994,0.23,40.92,0.63,0,15.8,58949,medium income,Control
36677100000000_953,1994,0.24,40.33,0.63,0,46.85,60541,medium income,Control
19752900000000_1073,1994,0.24,39.65,0.63,0,12.25,70179,medium income,Control
19752900000000_1074,1994,0.24,39.66,0.63,0,12.25,70179,medium income,Control
19752900000000_1075,1994,0.24,39.66,0.63,0,12.25,70179,medium income,Control
19752900000000_1076,1994,0.24,39.66,0.61,0,12.25,70179,medium income,Control
19752900000000_1077,1994,0.24,39.66,0.61,0,12.25,70179,medium income,Control
30665200000000_1599,1994,0.24,37.2,0.61,0,6.95,90862,medium income,Control
33103300000000_2305,1994,0.24,38.28,0.63,0,22.25,60469,medium income,Control
30665200000000_831,1994,0.25,37.02,0.63,0,10.7,86319,medium income,Control
36677100000000_1024,1994,0.25,39.16,0.63,0,25.25,72361,medium income,Control
19648100000000_1589,1994,0.26,39.92,0.63,0,17.55,104095,medium income,Control
19642600000000_1009,1994,0.28,38.59,0.58,0,4.25,72955,medium income,Control
19647900000000_2017,1994,0.28,39.36,0.63,0,19.85,66055,medium income,Control
19112000000000_2320,1994,0.28,36.84,0.47,0,27.25,92434,medium income,Control
19644500000000_3543,1994,0.28,38.4,0.63,0,23.7,107165,medium income,Control
54719000000000_854,1994,0.29,38.97,0.63,0,18.95,77426,medium income,Control
19648700000000_2651,1994,0.29,37.58,0.58,0,16.95,96903,medium income,Control
19647700000000_2441,1994,0.3,38.51,0.63,0,8.4,69267,medium income,Control
54722600000000_1585,1994,0.31,37.14,0.61,0,23.75,83309,medium income,Control
54722600000000_1586,1994,0.31,37.14,0.63,0,23.75,83309,medium income,Control
36677100000000_1018,1994,0.23,39.95,0.63,0,25.25,101056,medium income,Control
30736400000000_1030,1994,0.2,37.78,0.56,1,9.05,123971,high income,Prop. 39
19651400000000_1680,1994,0.26,39.98,0.63,1,34.6,132321,high income,Prop. 39
26736900000000_1833,1994,0.31,29.85,0.63,1,15.65,158984,high income,Prop. 39
56725500000000_3446,1994,0.31,35.51,0.61,1,9.55,128757,high income,Prop. 39
36676800000000_577,1994,0.32,35.6,0.61,1,6.45,130821,high income,Prop. 39
33751900000000_3405,1994,0.34,36.6,0.61,1,18.3,117963,high income,Prop. 39
19647300000000_1082,1994,0.35,34.23,0.63,1,15.05,127008,high income,Prop. 39
24700000000000_291,1994,0.16,30.52,0.47,1,15.1,33309,low income,Prop. 39
54719900000000_3674,1994,0.28,38.84,0.63,1,18.6,44219,low income,Prop. 39
54722000000000_365,1994,0.3,40.34,0.63,1,8.95,21030,low income,Prop. 39
16639200000000_1485,1994,0.3,40.16,0.63,1,29.55,56696,low income,Prop. 39
54722000000000_366,1994,0.31,39.47,0.63,1,8.95,21030,low income,Prop. 39
19650600000000_2428,1994,0.21,37.1,0.47,1,52.6,70125,medium income,Prop. 39
19643300000000_1435,1994,0.24,37.16,0.61,1,15.55,85500,medium income,Prop. 39
16639200000000_1484,1994,0.25,40.58,0.63,1,29.55,71375,medium income,Prop. 39
19651400000000_3565,1994,0.25,41.15,0.61,1,9.95,102292,medium income,Prop. 39
36678500000000_825,1994,0.26,37.64,0.63,1,27.2,83056,medium income,Prop. 39
33751900000000_3558,1994,0.26,38.72,0.61,1,14.45,93393,medium income,Prop. 39
30665600000000_3652,1994,0.27,39.77,0.56,1,23.95,59808,medium income,Prop. 39
19734500000000_3189,1994,0.29,39.42,0.61,1,13.45,68000,medium income,Prop. 39
16639300000000_1226,1994,0.32,38.67,0.63,1,19.8,97706,medium income,Prop. 39
30666700000000_424,1994,0.26,38.89,0.63,1,88.35,104523,medium income,Prop. 39
30666700000000_1517,1994,0.28,38.7,0.63,1,20.15,102726,medium income,Prop. 39
1610000000000_190,1995,0.11,27.62,0.63,0,32.45,167778,high income,Control
19648100000000_1590,1995,0.26,39.71,0.63,0,17.55,133846,high income,Control
33672100000000_2755,1995,0.27,38.79,0.63,0,23.5,131845,high income,Control
36678800000000_2730,1995,0.28,38.64,0.63,0,23,121705,high income,Control
36679600000000_338,1995,0.29,40.22,0.63,0,34.4,146389,high income,Control
36103600000000_983,1995,0.12,39.59,0.57,0,52.35,31506,low income,Control
36103600000000_984,1995,0.12,39.59,0.63,0,34.95,53844,low income,Control
33670800000000_3746,1995,0.13,41.68,0.58,0,46.1,39402,low income,Control
30665200000000_1492,1995,0.17,38.3,0.58,0,8,48550,low income,Control
36750800000000_3108,1995,0.17,41.45,0.47,0,53.45,57727,low income,Control
19734400000000_1365,1995,0.2,40.96,0.61,0,19.5,53625,low income,Control
33671240000000_700,1995,0.21,40.97,0.47,0,27.2,52250,low income,Control
19644500000000_820,1995,0.26,38.98,0.63,0,25.2,56620,low income,Control
36678400000000_1051,1995,0.28,39.89,0.63,0,29.45,50958,low income,Control
56725200000000_3459,1995,0.39,37.47,0.47,0,21.7,44760,low income,Control
1610000000000_187,1995,0.1,28.29,0.63,0,45.1,65625,medium income,Control
1610000000000_191,1995,0.13,27.36,0.57,0,30.8,90717,medium income,Control
36103600000000_982,1995,0.12,39.59,0.61,0,52,63170,medium income,Control
36103600000000_985,1995,0.12,39.59,0.61,0,41.15,66750,medium income,Control
36750800000000_3364,1995,0.16,40.84,0.57,0,38.95,66897,medium income,Control
19646900000000_3773,1995,0.19,38.96,0.61,0,18.35,69028,medium income,Control
26736700000000_2386,1995,0.2,32.15,0.56,0,18.1,66736,medium income,Control
30667500000000_3666,1995,0.2,37.42,0.58,0,8.95,79722,medium income,Control
33671200000000_2065,1995,0.21,40.11,0.47,0,25.4,72935,medium income,Control
19648100000000_2045,1995,0.22,40.77,0.63,0,21.4,65739,medium income,Control
33671200000000_3167,1995,0.22,40.6,0.56,0,34.9,65601,medium income,Control
19648400000000_3433,1995,0.23,39.51,0.61,0,25.35,77390,medium income,Control
19734400000000_3014,1995,0.25,39.89,0.63,0,29.1,66648,medium income,Control
30665200000000_3436,1995,0.26,36.59,0.63,0,20.75,92025,medium income,Control
33751800000000_618,1995,0.27,39.66,0.63,0,23.3,84167,medium income,Control
19643000000000_869,1995,0.27,39.55,0.63,0,24.25,89531,medium income,Control
33670900000000_1975,1995,0.27,38.07,0.61,0,20.65,85568,medium income,Control
42691500000000_2555,1995,0.39,32.35,0.63,0,12.85,93897,medium income,Control
42691500000000_2547,1995,0.4,32.09,0.63,0,0.95,93897,medium income,Control
30666100000000_1861,1995,0.26,33.99,0.63,0,18.05,106875,medium income,Control
54700000000000_315,1995,0.15,30.61,0.63,1,16.05,114500,high income,Prop. 39
30739200000000_2635,1995,0.22,36.96,0.47,1,6.05,112750,high income,Prop. 39
33670300000000_3133,1995,0.28,36.41,0.63,1,12.15,169722,high income,Prop. 39
33670300000000_3132,1995,0.29,36.16,0.63,1,12.15,158090,high income,Prop. 39
33670300000000_3345,1995,0.3,35.55,0.63,1,9.9,146786,high income,Prop. 39
19648300000000_3567,1995,0.3,39.55,0.63,1,9.05,111042,high income,Prop. 39
30736400000000_1291,1995,0.33,37.91,0.63,1,68.15,155060,high income,Prop. 39
19648300000000_1934,1995,0.33,40.02,0.63,1,7.3,137885,high income,Prop. 39
19648300000000_3296,1995,0.33,38.42,0.63,1,3.3,227644,high income,Prop. 39
33751900000000_2750,1995,0.35,37.59,0.63,1,13.65,136049,high income,Prop. 39
33751900000000_2751,1995,0.35,37.28,0.61,1,13.65,112344,high income,Prop. 39
33751900000000_2752,1995,0.35,37.59,0.63,1,13.65,136049,high income,Prop. 39
33751900000000_2753,1995,0.35,36.22,0.63,1,13.65,123023,high income,Prop. 39
33751900000000_2754,1995,0.35,37.59,0.63,1,13.65,136049,high income,Prop. 39
56725500000000_3124,1995,0.41,34.53,0.63,1,5.85,197586,high income,Prop. 39
56768300000000_1915,1995,0.27,37.83,0.63,1,26.5,50179,low income,Prop. 39
54719900000000_2336,1995,0.28,38.78,0.63,1,26.6,44219,low income,Prop. 39
31700000000000_360,1995,0.28,23.92,0.61,1,23.8,86984,medium income,Prop. 39
19642500000000_1659,1995,0.17,40.72,0.47,1,32.75,96111,medium income,Prop. 39
19734500000000_1479,1995,0.25,40.47,0.61,1,12.5,82917,medium income,Prop. 39
33752000000000_2094,1995,0.27,40.35,0.63,1,23.3,62976,medium income,Prop. 39
33670300000000_3131,1995,0.28,36.47,0.61,1,12.15,99669,medium income,Prop. 39
19650900000000_3703,1995,0.29,37.58,0.63,1,10.8,93011,medium income,Prop. 39
36676800000000_1277,1995,0.31,36.11,0.63,1,5.1,87857,medium income,Prop. 39
30736400000000_3493,1995,0.32,36.09,0.58,1,15.95,71948,medium income,Prop. 39
33752000000000_2870,1995,0.22,38.36,0.47,1,19.45,105962,medium income,Prop. 39
19651400000000_1679,1995,0.26,39.98,0.63,1,34.6,102292,medium income,Prop. 39
30664800000000_1855,1996,0.23,36.89,0.63,0,4.75,145781,high income,Control
30665200000000_938,1996,0.26,37.42,0.61,0,18.3,144688,high income,Control
56726000000000_2019,1996,0.3,40.48,0.63,0,52.65,115089,high income,Control
30664600000000_2630,1996,0.32,35.89,0.63,0,15.4,167566,high income,Control
36676100000000_182,1996,0.1,42.03,0.56,0,44,24438,low income,Control
19648100000000_2436,1996,0.1,41.18,0.57,0,18.85,54947,low income,Control
33672100000000_2203,1996,0.19,41.89,0.63,0,8.5,44413,low income,Control
19757100000000_3852,1996,0.19,40.11,0.63,0,6.95,53994,low income,Control
36677100000000_1245,1996,0.21,39.78,0.58,0,23.2,50199,low income,Control
36677100000000_1246,1996,0.21,39.78,0.63,0,23.2,57875,low income,Control
33670800000000_3743,1996,0.21,42.08,0.57,0,46.1,40045,low income,Control
33671240000000_673,1996,0.22,37.91,0.43,0,27.2,51941,low income,Control
19646300000000_3839,1996,0.23,39.14,0.56,0,43.85,52569,low income,Control
36678800000000_1878,1996,0.3,38.92,0.63,0,19.4,30820,low income,Control
33670900000000_2799,1996,0.33,36.72,0.47,0,26.6,39816,low income,Control
10600000000000_53,1996,0.14,29.83,0.63,0,18.8,91695,medium income,Control
33670600000000_1445,1996,0.1,46.09,0.61,0,24.7,84318,medium income,Control
36677800000000_3502,1996,0.12,43.91,0.63,0,31.15,63250,medium income,Control
19650000000000_2964,1996,0.15,43.17,0.63,0,16.9,91263,medium income,Control
33670600000000_2734,1996,0.19,43.61,0.63,0,19.1,79118,medium income,Control
30665220000000_701,1996,0.21,37.58,0.47,0,14.75,85246,medium income,Control
30665200000000_840,1996,0.21,37.66,0.63,0,18.3,63764,medium income,Control
36677100000000_1241,1996,0.21,39.85,0.61,0,23.2,66612,medium income,Control
36677100000000_1242,1996,0.21,39.78,0.63,0,23.2,101250,medium income,Control
36677100000000_1244,1996,0.21,39.78,0.63,0,23.2,62976,medium income,Control
30666200000000_3383,1996,0.21,40.01,0.56,0,22.5,95833,medium income,Control
19643000000000_957,1996,0.22,39.33,0.63,0,21.6,66932,medium income,Control
19648700000000_1046,1996,0.22,39.22,0.47,0,23.55,60750,medium income,Control
36677100000000_1243,1996,0.22,39.72,0.61,0,23.2,82083,medium income,Control
30666200000000_3358,1996,0.22,39.51,0.47,0,26,73750,medium income,Control
30666100000000_3606,1996,0.26,35.8,0.63,0,14.45,85500,medium income,Control
19757100000000_3090,1996,0.27,38.71,0.61,0,16.35,91406,medium income,Control
56726000000000_3126,1996,0.28,40.8,0.63,0,11.85,93264,medium income,Control
30666200000000_991,1996,0.29,37.47,0.56,0,35.05,89063,medium income,Control
10600000000000_54,1996,0.14,28.61,0.63,0,10.3,103563,medium income,Control
19643000000000_1902,1996,0.26,37.01,0.61,0,9.3,104375,medium income,Control
30739200000000_1772,1996,0.15,38.16,0.56,1,8.55,153000,high income,Prop. 39
19734500000000_2484,1996,0.22,40.61,0.47,1,27.65,113864,high income,Prop. 39
30666700000000_1877,1996,0.27,37.89,0.63,1,18.1,110341,high income,Prop. 39
33751900000000_2901,1996,0.33,37.59,0.56,1,96.65,123023,high income,Prop. 39
19642500000000_2811,1996,0.13,43.99,0.47,1,93.45,48688,low income,Prop. 39
36679300000000_3235,1996,0.13,41.15,0.46,1,22.05,44485,low income,Prop. 39
19642500000000_2810,1996,0.19,42.84,0.43,1,93.45,50483,low income,Prop. 39
16639200000000_1876,1996,0.29,38.91,0.63,1,26.65,44180,low income,Prop. 39
36679300000000_3234,1996,0.13,41.15,0.46,1,22.05,60987,medium income,Prop. 39
36678500000000_2928,1996,0.18,41.68,0.56,1,40.4,97750,medium income,Prop. 39
19647300000000_319,1996,0.22,38.17,0.47,1,32.4,72366,medium income,Prop. 39
30736400000000_3232,1996,0.24,37.78,0.56,1,71.55,75598,medium income,Prop. 39
30736400000000_3233,1996,0.24,37.78,0.57,1,71.55,75598,medium income,Prop. 39
56768300000000_3119,1996,0.34,37.09,0.63,1,16.95,63831,medium income,Prop. 39
33751900000000_2782,1996,0.31,37.42,0.63,1,23.55,105768,medium income,Prop. 39
36677400000000_978,1997,0.19,38.91,0.61,0,71.8,157276,high income,Control
19642100000000_1936,1997,0.22,38.66,0.61,0,27.05,122660,high income,Control
30666200000000_1925,1997,0.27,39.27,0.61,0,6.45,151250,high income,Control
30736500000000_2577,1997,0.29,36.15,0.63,0,7.05,239917,high income,Control
30736500000000_3634,1997,0.37,33.47,0.61,0,5.95,140094,high income,Control
42692100000000_1307,1997,0.41,34.48,0.63,0,20.65,125430,high income,Control
42692100000000_1308,1997,0.41,34.48,0.63,0,20.65,125430,high income,Control
19102000000000_3692,1997,0.13,38.64,0.58,0,61.8,49318,low income,Control
19645200000000_899,1997,0.19,39.09,0.63,0,57.45,50439,low income,Control
36678800000000_988,1997,0.28,41.17,0.61,0,38.95,41602,low income,Control
54722600000000_3790,1997,0.3,37.55,0.57,0,40.7,49216,low income,Control
54720250000000_2487,1997,0.54,32.34,0.43,0,14.05,41399,low income,Control
19650000000000_2966,1997,0.15,43.17,0.57,0,16.9,83403,medium income,Control
19752900000000_625,1997,0.2,39.83,0.57,0,34.5,77500,medium income,Control
19642900000000_1034,1997,0.21,39.79,0.63,0,28.65,81964,medium income,Control
19752900000000_2685,1997,0.21,39.16,0.57,0,12.6,64444,medium income,Control
19752900000000_2686,1997,0.21,39.36,0.57,0,23.3,64444,medium income,Control
33672100000000_2803,1997,0.21,41.91,0.61,0,39.65,87894,medium income,Control
36677100000000_617,1997,0.22,39.83,0.63,0,30.6,66833,medium income,Control
19644400000000_1667,1997,0.22,38.67,0.63,0,16.05,78902,medium income,Control
30666000000000_1896,1997,0.22,36.39,0.57,0,10.7,94143,medium income,Control
30666000000000_1897,1997,0.22,36.42,0.57,0,10.7,94143,medium income,Control
30666000000000_1898,1997,0.22,36.42,0.57,0,10.7,94143,medium income,Control
30666000000000_1899,1997,0.22,36.42,0.57,0,10.7,94143,medium income,Control
30666000000000_1900,1997,0.22,36.42,0.57,0,10.7,94143,medium income,Control
19648400000000_2553,1997,0.22,39.23,0.61,0,26.25,65441,medium income,Control
19648400000000_851,1997,0.23,39.42,0.61,0,15.45,87628,medium income,Control
30666000000000_972,1997,0.24,34.95,0.57,0,30.25,83438,medium income,Control
33751800000000_1808,1997,0.24,41.22,0.47,0,39.5,66503,medium income,Control
19645300000000_2613,1997,0.25,38.98,0.63,0,18.75,85952,medium income,Control
19648100000000_2849,1997,0.25,39.36,0.63,0,11.35,81458,medium income,Control
30666500000000_3563,1997,0.27,38.82,0.58,0,11.25,84063,medium income,Control
33669900000000_2081,1997,0.28,38.35,0.63,0,19.75,91905,medium income,Control
19644500000000_2655,1997,0.3,39.27,0.63,0,28.35,76029,medium income,Control
56737600000000_3694,1997,0.31,37.3,0.61,0,10.5,103403,medium income,Control
54723000000000_3837,1997,0.31,40.58,0.63,0,15.3,103958,medium income,Control
33103300000000_1453,1997,0.33,38.78,0.63,0,15,98750,medium income,Control
54721200000000_3160,1997,0.33,36.91,0.47,0,40.9,78438,medium income,Control
36678400000000_2914,1997,0.21,38.85,0.61,0,20.35,104760,medium income,Control
30665100000000_1612,1997,0.26,37.67,0.56,0,53.2,108833,medium income,Control
19648400000000_1767,1997,0.26,38.04,0.61,0,14.7,106250,medium income,Control
19648400000000_1768,1997,0.26,38.04,0.63,0,14.7,106250,medium income,Control
36678400000000_583,1997,0.29,37.59,0.61,0,10.95,102533,medium income,Control
30666700000000_1962,1997,0.24,38.26,0.63,1,3.7,114500,high income,Prop. 39
19647300000000_3282,1997,0.29,36.39,0.63,1,14.2,156156,high income,Prop. 39
33751900000000_3609,1997,0.34,37.1,0.63,1,21.85,136250,high income,Prop. 39
33751900000000_3608,1997,0.35,38.27,0.63,1,21.85,136250,high income,Prop. 39
30736400000000_2804,1997,0.37,35.83,0.61,1,6.5,144773,high income,Prop. 39
56725500000000_3123,1997,0.41,34.53,0.63,1,5.85,197586,high income,Prop. 39
36679300000000_493,1997,0.14,42.53,0.47,1,5.7,52204,low income,Prop. 39
36750400000000_3175,1997,0.15,41.1,0.43,1,47,38260,low income,Prop. 39
36750400000000_3176,1997,0.15,41.1,0.46,1,47,38260,low income,Prop. 39
36750400000000_3178,1997,0.15,41.1,0.47,1,47,38260,low income,Prop. 39
36750400000000_3174,1997,0.16,41.16,0.47,1,47,38260,low income,Prop. 39
36750400000000_3177,1997,0.16,41.16,0.46,1,47,38260,low income,Prop. 39
36750400000000_3179,1997,0.16,41.16,0.43,1,47,38260,low income,Prop. 39
36750400000000_3180,1997,0.16,41.16,0.43,1,47,38260,low income,Prop. 39
36750400000000_3181,1997,0.16,41.16,0.47,1,47,38260,low income,Prop. 39
30666700000000_3646,1997,0.19,38.86,0.47,1,19.4,53164,low income,Prop. 39
36678500000000_2581,1997,0.25,40.45,0.63,1,37.35,45987,low income,Prop. 39
33751900000000_434,1997,0.27,39.46,0.56,1,16.9,34491,low income,Prop. 39
56768300000000_3117,1997,0.28,37.58,0.63,1,16.95,50179,low income,Prop. 39
27800000000000_1,1997,0.13,26.74,0.57,1,5.2,73614,medium income,Prop. 39
52700000000000_10,1997,0.18,28.71,0.63,1,32.45,96215,medium income,Prop. 39
16700000000000_270,1997,0.1,34.95,0.47,1,25.95,59024,medium income,Prop. 39
19647300000000_1098,1997,0.24,37.86,0.63,1,34.25,96111,medium income,Prop. 39
33752000000000_2095,1997,0.27,40.47,0.61,1,23.3,62976,medium income,Prop. 39
33670300000000_2575,1997,0.29,36.64,0.63,1,44.35,77679,medium income,Prop. 39
16639300000000_1225,1997,0.32,38.67,0.61,1,73.45,97706,medium income,Prop. 39
30736400000000_1212,1997,0.33,37.83,0.63,1,15.4,95536,medium income,Prop. 39
30736400000000_1213,1997,0.33,38.08,0.63,1,15.4,95536,medium income,Prop. 39
30736400000000_1214,1997,0.33,38.09,0.63,1,15.4,95536,medium income,Prop. 39
19647300000000_1754,1997,0.33,36.45,0.61,1,17,89100,medium income,Prop. 39
54719900000000_1732,1997,0.38,35.96,0.63,1,22.5,73021,medium income,Prop. 39
36750400000000_3182,1997,0.16,41.61,0.47,1,47,100408,medium income,Prop. 39
36750400000000_3183,1997,0.16,41.61,0.47,1,47,100408,medium income,Prop. 39
36750400000000_3184,1997,0.16,41.61,0.47,1,47,100408,medium income,Prop. 39
36750400000000_3185,1997,0.16,41.61,0.57,1,47,100408,medium income,Prop. 39
30666700000000_3384,1997,0.26,37.36,0.63,1,28.5,103750,medium income,Prop. 39
